2024-04-05T18:36:15.868Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-04-05%2023:41:00&endTime=2024-04-05%2023:56:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{}}
2024-04-05T18:36:18.765Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-04-05%2023:41:00&endTime=2024-04-05%2023:56:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2\r\n","headers":{},"metadata":{}}
2024-04-05T18:36:20.176Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Fri, 05 Apr 2024 18:36:19 GMT","Signature":"iEskwuhKVVky84+BpbquK42edkQ=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{}}
2024-04-05T18:37:30.869Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-04-05%2023:41:00&endTime=2024-04-05%2023:56:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{}}
2024-04-05T18:37:32.763Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-04-05%2023:41:00&endTime=2024-04-05%2023:56:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2\r\n","headers":{},"metadata":{}}
2024-04-05T18:37:34.863Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Fri, 05 Apr 2024 18:37:33 GMT","Signature":"6OHHcYMjWxdBsTZ5S2N/9/luoj8=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{}}
2024-04-05T18:42:56.762Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-04-05%2023:57:00&endTime=2024-04-05%2000:12:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{}}
2024-04-05T18:42:58.366Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-04-05%2023:57:00&endTime=2024-04-05%2000:12:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2\r\n","headers":{},"metadata":{}}
2024-04-05T18:43:00.066Z	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Fri, 05 Apr 2024 18:42:58 GMT","Signature":"LuKi6FETPyqg9lVTN41j8JdgJuM=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{}}
2024-11-02T07:30:56.618Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:56.709Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:56.871Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:56.871Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:30:56 GMT","Signature":"Sn+US9R4LjleWnx5f+ZqyV0WAfo=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","DeviceType":"2"}}
2024-11-02T07:30:56.959Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:57.114Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:57.114Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:57.204Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:57.361Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:57.361Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:57.459Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:57.641Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:57.641Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:30:57 GMT","Signature":"3qSW1bj+DdPGZs3lJOITwTyOd6w=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","DeviceType":"2"}}
2024-11-02T07:30:57.730Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:57.892Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:57.893Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:57.992Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:58.174Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:58.174Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:58.267Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:58.433Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:58.434Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:30:58 GMT","Signature":"aFNMReZLQxDUI+UZPjQJCQWwzYM=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","DeviceType":"2"}}
2024-11-02T07:30:58.519Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:58.673Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:58.673Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:58.788Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:58.965Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:58.965Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","DeviceType":"3"}}
2024-11-02T07:30:59.090Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:59.262Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:59.262Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:30:59 GMT","Signature":"U2kdM8LCoT2KonQ81Ngv7ON9Bxw=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","Latitude":17.385,"Longitude":78.4867,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","DeviceType":"2"}}
2024-11-02T07:30:59.360Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:59.523Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:59.523Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"675746","DeviceSN":"7E1388DA-F3","DeviceType":"3","Capacity":33.5,"CapacityUOM":"KW"}}
2024-11-02T07:30:59.609Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:30:59.761Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:30:59.762Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:30:00&endTime=2024-11-02%2007:45:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"2081598","DeviceSN":"7E13A7F5-2D","DeviceType":"3","Capacity":50.05,"CapacityUOM":"KW"}}
2024-11-02T07:30:59.847Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:01.035Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:01.036Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:30:59 GMT","Signature":"U2kdM8LCoT2KonQ81Ngv7ON9Bxw=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantSL_NO":"934221","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","PlantType":"Inverter","PlantCapacity":8,"PlantSystemType":"V1","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","ModelNo":"SOL-5678X","DeviceSN":"SN-67890","DeviceType":"2","Capacity":8,"CapacityUOM":"KW"}}
2024-11-02T07:31:01.134Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:01.297Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:01.298Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:31:00&endTime=2024-11-02%2007:46:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"675746","DeviceSN":"7E1388DA-F3","DeviceType":"3","Capacity":33.5,"CapacityUOM":"KW"}}
2024-11-02T07:31:01.405Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:01.569Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:01.569Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:31:00&endTime=2024-11-02%2007:46:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"2081598","DeviceSN":"7E13A7F5-2D","DeviceType":"3","Capacity":50.05,"CapacityUOM":"KW"}}
2024-11-02T07:31:01.661Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:01.823Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:01.823Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:31:01 GMT","Signature":"w/cJVV9qyYPlezleTfkftNgcpSI=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantSL_NO":"934221","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","PlantType":"Inverter","PlantCapacity":8,"PlantSystemType":"V1","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","ModelNo":"SOL-5678X","DeviceSN":"SN-67890","DeviceType":"2","Capacity":8,"CapacityUOM":"KW"}}
2024-11-02T07:31:01.911Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:02.110Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:02.111Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//675746/7E1388DA-F3/data?startTime=2024-11-02%2007:31:00&endTime=2024-11-02%2007:46:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"cce8005e-e7b0-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"675746","DeviceSN":"7E1388DA-F3","DeviceType":"3","Capacity":33.5,"CapacityUOM":"KW"}}
2024-11-02T07:31:02.217Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:02.458Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:02.459Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solaredge","constructedUrl":"https://monitoringapi.solaredge.com/equipment//2081598/7E13A7F5-2D/data?startTime=2024-11-02%2007:31:00&endTime=2024-11-02%2007:46:00&api_key=58G0DE59GK1XD9AHGBPWDU4SOF06VFM2","headers":{},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Vishnu","PlantSL_NO":"636412","PlantID":"37c12996-e7ae-11ee-8d11-892f4ffe0f4b","PlantType":"Solar","PlantCapacity":89,"PlantSystemType":"PV","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"f66eefb0-eb62-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solaredge","ModelNo":"2081598","DeviceSN":"7E13A7F5-2D","DeviceType":"3","Capacity":50.05,"CapacityUOM":"KW"}}
2024-11-02T07:31:02.565Z	L1	Mon2	MON-2 Service	success	Started Successfully...
2024-11-02T07:31:02.813Z	L2	Mon2	write	success	Message sent to /request: {"deviceMake":"Solis","constructedUrl":"https://www.soliscloud.com:13333/v1/api/userStationList","headers":{"Content-MD5":"ooUbFl4OVng2nEfAynB32Q==","Content-Type":"application/json","Date":"Sat, 02 Nov 2024 07:31:02 GMT","Signature":"b/klrnJYKQK8sDihrPE3yh3mI44=","Api_key":"1300319277300393317","body":{"pageNo":1,"pageSize":10,"user":"2881847"}},"metadata":{"integratorId":"48f076ef-e7ad-11ee-8d11-892f4ffe0f4b","PlantName":"Mohana","PlantSL_NO":"934221","PlantID":"9867bc09-e905-11ee-8d11-892f4ffe0f4b","PlantType":"Inverter","PlantCapacity":8,"PlantSystemType":"V1","Latitude":17.385,"Longitude":78.4867,"Country":"India","Region":"South","State":"Telangana","District":"Rangareddy","AzimuthalAngle":180,"TiltAngle":15,"DeviceUUID":"d814991c-e905-11ee-8d11-892f4ffe0f4b","DeviceMake":"Solis","ModelNo":"SOL-5678X","DeviceSN":"SN-67890","DeviceType":"2","Capacity":8,"CapacityUOM":"KW"}}
2024-11-02T07:31:02.813Z	L1	Mon2	MON-2 Service	success	Executed Successfully...
2024-11-02T07:31:02.929Z	L1	Mon2	MON-2 Service	success	Started Successfully...
